ingredients_text,lang
"NFC 주스란? :과즙을 농축하지 않고 원재료 그대로 짜낸 후 살균과정을 거쳐 제조한 주스입니다.. NOT FROM CONCENTRATE NFC 총 내용량 1,00 mL 200 mL당 175 kcal 총 내용량명 0% 5,8 mg 0% 12 % 202 g 62% 39 % | 193 g 193 % 2 % 5.3 g 10% 0 g 0% 0g 0% |0 mg 0% 7% 영양정보 200 mL당 1일 영양성분 기준치에 대한 비율 나트륨 0mg 탄수화물 40g 당류 39g 지방 119g 트랜스지방 0g 포화지방 0g 콜레스테롤 0mg 단백질 1g미만 0% 1% 3.7 g",ko
"측 한 가 유,레시틴), 공유지II(경 화 유 가 공유 제조판매원 롯데웰푸드㈜ 경남 양산시 양산대로 1158 내포장재질 폴리프로필렌 품목보고번호 19780614009473 소비기 원재료명 밀가루(밀:미국산),설탕,물엿,정제수,쇼트닝(가공유지(팜핵에스테르화유(말레이시아산)),우지(호주산),팜유, 팜스테아린 지II(팜핵에스테르화유(말레이시아산)),글리세린지방산에스테르,토코페롤(혼합형)), 혼합분유,코코아분말(인도네시아산),전란액,산도조절제3종, 주정0,58%,포도당 젤 라틴,유당,글리세린,기타가공품, 정제소금,혼합분유II,유화제2종,변성전분,난백분말,코코아매스(코코아빈,가나산),향료3종,혼합제제(카제인나트륨,아라비아검,수산화칼슘), 잔탄검밀,대두, 우유, 달걀, 돼지고기, 쇠고기 함유 • 땅콩, 아황산류혼입 가능 • 소비자기본법에 의한 피해보상 • 직사광선 및 습기를 피해 서늘한 곳에 진열, 유통 중 변질품 은 구입상점 및 본사에서 항상 교환 • 부정, 불량식품 신고는 국번없이 1399 • 휴지 줍는 고운 마음, 안 버리는 밝은 마음 면 표기일까지(연,월․일 )",ko
"허리를 사용하여 보관이 간편합니다, 드립동이 ChoripDong 대천 보령 야채 자연식품입니다, 채취하여 만든 한국산 초립동이 김은 신선한 김만을 맛 특산볶음 야채맛 사바ㄱ VEGETABLE LAVER/LEGUME GRILLEE 개봉 후에는 지퍼를 닫아 보관하세요, 지퍼 EXP,AUG,17,2023 Ne Wegy Net Net Weight 409 1,41 07 자산 방 특산볶음 1 1 [40g(1,41 oz/x2)",ko
"식품유형 커피 용기상단 또는 뚜껑 소비기한 표기일까지 표기일까지 롯데칠성음료(주) 제조원 경기도 안성시 미양면 제2공단1길 17 원재료명 정제수, 우유(국산), 설 탕, 혼합분유(탈지분유, 유청분 말:네덜란드산), 인스턴트커피 (브라질산),탄산수소나트륨,합성 향료(커피향2종, 우유향), 유화제, L-아스코브산나트륨,아세설팜칼 륨(감미료), 수크랄로스(감미료) 우유함유 *커피고형분: 0.8% 품목보고 20000360372264 번호 • 직사광선을 피해 서늘한 곳에 얼지 않게 보관하시고, 개봉 후 반드시 냉장보관하시고 빨리 드 세요.. 메밀,땅콩,대두, 밀, 복숭아, 토마토, 아황산류, 호두, 잣을 사용 한 제품과 같은 시설에서 제조하 고 있습니다. • 용기가 변형, 팽창,",ko
"볶음현미18,69%(국나산), 프락토올리고당, 뮤슬 리보리F9,79%(국내산), 퍼핑현미 8,9%(국내 산),설탕, 건조크랜베리바이츠 (크랜베리, 크랜 베리주스농축에, 설탕, 해비라기유),사탕이지즙액,쌀플레이크4,45%(국내산),볶음현미잡쌀 4,01% (국내산),통밀플레이크 4,01%(국내산),아몬드슬라이스,우리밀3,82%(국내산), 밀현미 3,29%(국내산),코코넛분말,식물성유지, 볶음현미분말 0,89%(국내산),정제소금,올레오레진로마리",ko
"총 내용량 162g 317kcal CHORALE 기준치에 대한 비율 증기구와 그 상단부분은 상당히 뜨거워 기계이지에서 날짜는 곳을 잡아주세요 2 원재료명 대쪽 절개서 주시기 바랍니다. 4OPEN 데리야끼소스[실 3,혼합간장(아미노산간장(탈지대두/외국산)), 변성전분, 차 브라질산), 기타가공품1{옥수수전분(옥수수:외국산), 옥수수전분, 공기총정 킨스톡(정제소금/국산), 과실주),쌀(국산),고추송송순살치킨(닭고개다리살 고추], 마요네즈[식물성유지(외국산:아르헨티나, 미국, 중국 등), 발효식초년이 「액(난황(계란:국산)}, 설탕, 정제소금], 양파, 얇은고명지단, 콩기름, 발효식초경 제수 1 알류(계란), 우유, 대두, 밀, 닭고기 신고",ko
다시마.,ko
"avinžirniai, vanduo, druska.",lt
"Sudedamosios dalys: WIETINIAI miltai, cukrus, krakmolas, suma±into riebumo kakava, teslos kildymo me - diiagos (difosfatai, natrio karbonatai), kvapioji mediiaga, druska. ",lt
"Sudedamosios dalys: kinrožės (38%), obuoliai (25%), kvapioji medžiaga, erškėtuogės (11%), saldūs gervuogių lapeliai, aviečių gabaliukai (0,4%), braškių gabaliukai (0,4%), maltodekstrinas",lt
"Sudedamosios dalys: 73% bananų gabalėliai, P% kokosų aliejus, 10% cukrus. Gali turėti žemės luty, kitų rūšių riešutų, sezamo sėklų ir pieno dsakų. Geriausias iki:/Partijos Nr.: žr. ant galinės tes. Laikyti sausoje, vėsioje vietoje, saugoti nuo ginių saulės spindulių. ndirane in ocvrte rezine banan. rezine banan, 17% kokosovo olje, ko vsebuje sledi arašidov, oreškov, ena in mleka. Hraniti v hladnem zaščiteno pred neposredno sončno",lt
"baltymai (pieno baltymai, sojų baltymai, hidrolizuotas glitimas), hidrolizuota želatina, aviečių skonio sluoksnis 18 % (užpildas (polidekstrozė), sojų aliejus, nugriebto pieno milteliai, stabilizatorius (ksilitolis), pieno baltymai, emuisiklis (sojų lecitinas), kvapiosios medžiagos, druska, saldiklis (sukralozė), dažiklis (karminas), šokoladas su saldikliu 18 % (kakavos masė, saldiklis (maltitolis), kakavos sviestas, pieno riebalai, emulsiklis (sojų lecitinas), vanilė), drėgmę išlaikanti medžiaga (glicerolis), kakavos masė, sojų aliejus, kvapiosios medžiagos, 9 mažai riebalų turinti kakava 0,4 %, avietės 0,3 %, druska, saldiklis (sukralozė).",lt
"Grietinėlė, pieno rūgšties bakterijos",lt
"50% sūris, liesa varškė, išrūgų Sviestas, geriamasis vanduo, nugriebto pieno milteliai, 0,5% kepinti svogūnai, valgomoji druska, natūrali kvapioji medžiaga, emulsinimo druskos: polifosfatai, natrio fosfatai",lt
"Vanduo, morkų tyrė 33%, obuolių sultys 15% iš obuolių koncentrato, persikų tyrė 7% iš koncentruotos persikų tyrės, gliukozės - fruktozės sirupas (S) ir / arba cukrus (C), rūgštingumą reguliuojanti medžiaga E330, natūrali kvapioji medžiaga, vitaminai: vitaminas C",lt
"_Kvietiniai_ miltai, cukrus, invertuotas cukraus sirupas (cukrus, vanduo, tešlos kildymo medžiaga natrio bikarbonatas (soda), rūgštingumą reguliuojanti medžiaga citrinų rūgštis), vanduo, palmių aliejus, augalinis rapsų aliejus, tešlos rūgštingumą reguliuojanti medžiaga amonio bikarbonatas, liesi _pieniniai_ milteliai 0,3 % (_išrūgų_ milteliai, nugriebto _pieno_ milteliai, druska), tešlos kildymo medžiaga natrio bikarbonatas (soda), konservantas kalcio propionatas, kvapioji medžiaga vanilinas.",lt
"Kukurūzų grūdai 83 %, palmių aliejus, druska 2 %.",lt
"Kukurūzai, cukrus, MIEŽIŲ salyklas, ŽEMĖS RIEŠUTAI (6%), melasa, medus (1%), druska, vitaminai: geležis, riboflavinas, niacinas, folio rūgštis.",lt
"_KVIETINIAI_ miltai, vanduo, 12 % MOZZARELLA _SŪRIS_, 8,4% kumpis (kiauliena, vanduo, modifikuotas krakmolas, _SOJŲ_ baltymai, druska, gliukozė, cukrus, stabilizatoriai (trifosfatai, polifosfatai, natrio nitritas), tirštiklis (karageninas), kvapiosios medžiagos, antioksidantas (natrio askorbatas)), pomidorų pasta, rapsų aliejus, cukrus, kepimo mielės, druska, _KVIEČIŲ_ salyklo miltai, modifikuotas krakmolas.",lt
"LT EKOLOGIŠKI KUKURŪZŲ TRAPUČIAI. Sudedamosios dalys: ekologiškos kukurūzų kruopos 98%, druska, ekologiškas rapsų aliejus. Gali būti glitimo ir sezamo pėdsakų.",lt
100% žemės riešutai,lt
"_Pienas_, _pieno_ rūgšties bakterijų kultūros.",lt
"Pienas, sviestas (iš pieno), arbūzų įdaras 10,1 % (cukrus, vanduo, gliukozės-fruktozės sirupas, arbūzų sulčių koncentratas 6 %, citrinų sulčių koncentratas, rūgštis E330, tirštikliai: E401, E440, dažiklis morkų koncentratas, kvapiosios medžiagos), cukrus, regeneruotas nugriebtas pienas (iš pieno), nugriebto pieno milteliai (iš pieno), gliukozės-fruktozės sirupas, dekstrozė, pieno baltymai (iš pieno), emulsiklis E471, stabilizatoriai: E412, E433, E466, E407, dažiklis E162, kvapioji medžiaga. Tinka vartoti iki: žr. ant pakuotės. Kilmės šalis: Lietuva",lt
